Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
VBZ0022-Role Management,Chrome 70.0.3538.102,,2018-11-26 13:48:35,2018-11-26 13:50:32,1m - 56.647s,FAILED
,,,,,,
Test Cases/Associate Application/Role Management/TCBA02401,Chrome 70.0.3538.102,,2018-11-26 13:48:36,2018-11-26 13:49:05,29.322s,PASSED
callTestCase,Chrome 70.0.3538.102,,2018-11-26 13:48:36,2018-11-26 13:49:05,28.367s,PASSED
verifyElementText,Chrome 70.0.3538.102,,2018-11-26 13:49:05,2018-11-26 13:49:05,0.177s,PASSED
,,,,,,
Test Cases/Associate Application/Role Management/TCBA02402,Chrome 70.0.3538.102,,2018-11-26 13:49:05,2018-11-26 13:49:08,2.538s,PASSED
click,Chrome 70.0.3538.102,,2018-11-26 13:49:05,2018-11-26 13:49:06,0.309s,PASSED
verifyElementText,Chrome 70.0.3538.102,,2018-11-26 13:49:06,2018-11-26 13:49:06,0.513s,PASSED
verifyElementText,Chrome 70.0.3538.102,,2018-11-26 13:49:06,2018-11-26 13:49:06,0.152s,PASSED
verifyElementText,Chrome 70.0.3538.102,,2018-11-26 13:49:06,2018-11-26 13:49:06,0.076s,PASSED
verifyElementText,Chrome 70.0.3538.102,,2018-11-26 13:49:06,2018-11-26 13:49:07,0.086s,PASSED
verifyElementText,Chrome 70.0.3538.102,,2018-11-26 13:49:07,2018-11-26 13:49:07,0.262s,PASSED
verifyElementText,Chrome 70.0.3538.102,,2018-11-26 13:49:07,2018-11-26 13:49:07,0.075s,PASSED
verifyElementText,Chrome 70.0.3538.102,,2018-11-26 13:49:07,2018-11-26 13:49:07,0.087s,PASSED
verifyElementText,Chrome 70.0.3538.102,,2018-11-26 13:49:07,2018-11-26 13:49:07,0.090s,PASSED
verifyElementText,Chrome 70.0.3538.102,,2018-11-26 13:49:07,2018-11-26 13:49:07,0.088s,PASSED
verifyElementText,Chrome 70.0.3538.102,,2018-11-26 13:49:07,2018-11-26 13:49:07,0.121s,PASSED
verifyElementText,Chrome 70.0.3538.102,,2018-11-26 13:49:07,2018-11-26 13:49:07,0.080s,PASSED
verifyElementText,Chrome 70.0.3538.102,,2018-11-26 13:49:07,2018-11-26 13:49:07,0.090s,PASSED
verifyElementText,Chrome 70.0.3538.102,,2018-11-26 13:49:07,2018-11-26 13:49:08,0.081s,PASSED
,,,,,,
Test Cases/Associate Application/Role Management/TCBA02403,Chrome 70.0.3538.102,,2018-11-26 13:49:08,2018-11-26 13:49:09,1.537s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-26 13:49:08,2018-11-26 13:49:08,0.261s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-26 13:49:08,2018-11-26 13:49:08,0.307s,PASSED
click,Chrome 70.0.3538.102,,2018-11-26 13:49:08,2018-11-26 13:49:08,0.129s,PASSED
verifyElementText,Chrome 70.0.3538.102,,2018-11-26 13:49:08,2018-11-26 13:49:09,0.106s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-26 13:49:09,2018-11-26 13:49:09,0.116s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-26 13:49:09,2018-11-26 13:49:09,0.141s,PASSED
click,Chrome 70.0.3538.102,,2018-11-26 13:49:09,2018-11-26 13:49:09,0.094s,PASSED
verifyElementText,Chrome 70.0.3538.102,,2018-11-26 13:49:09,2018-11-26 13:49:09,0.118s,PASSED
,,,,,,
Test Cases/Associate Application/Role Management/TCBA02404,Chrome 70.0.3538.102,,2018-11-26 13:49:09,2018-11-26 13:49:43,34.156s,FAILED
setText,Chrome 70.0.3538.102,,2018-11-26 13:49:09,2018-11-26 13:49:10,0.404s,PASSED
click,Chrome 70.0.3538.102,,2018-11-26 13:49:10,2018-11-26 13:49:10,0.092s,PASSED
waitForElementPresent,Chrome 70.0.3538.102,,2018-11-26 13:49:10,2018-11-26 13:49:10,0.054s,PASSED
verifyElementVisible,Chrome 70.0.3538.102,,2018-11-26 13:49:10,2018-11-26 13:49:10,0.173s,PASSED
verifyElementVisible,Chrome 70.0.3538.102,,2018-11-26 13:49:10,2018-11-26 13:49:43,33.159s,FAILED
,,,,,,
Test Cases/Associate Application/Role Management/TCBA02405,Chrome 70.0.3538.102,,2018-11-26 13:49:43,2018-11-26 13:50:17,33.915s,FAILED
setText,Chrome 70.0.3538.102,,2018-11-26 13:49:43,2018-11-26 13:49:44,0.401s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-26 13:49:44,2018-11-26 13:49:44,0.349s,PASSED
click,Chrome 70.0.3538.102,,2018-11-26 13:49:44,2018-11-26 13:49:44,0.145s,PASSED
click,Chrome 70.0.3538.102,,2018-11-26 13:49:44,2018-11-26 13:49:45,0.208s,PASSED
verifyElementText,Chrome 70.0.3538.102,,2018-11-26 13:49:45,2018-11-26 13:49:45,0.079s,PASSED
verifyElementText,Chrome 70.0.3538.102,,2018-11-26 13:49:45,2018-11-26 13:49:45,0.079s,PASSED
verifyElementText,Chrome 70.0.3538.102,,2018-11-26 13:49:45,2018-11-26 13:49:45,0.107s,PASSED
verifyElementText,Chrome 70.0.3538.102,,2018-11-26 13:49:45,2018-11-26 13:50:17,32.291s,FAILED
,,,,,,
Test Cases/Associate Application/Role Management/TCBA02406,Chrome 70.0.3538.102,,2018-11-26 13:50:17,2018-11-26 13:50:30,12.697s,PASSED
click,Chrome 70.0.3538.102,,2018-11-26 13:50:17,2018-11-26 13:50:18,0.215s,PASSED
click,Chrome 70.0.3538.102,,2018-11-26 13:50:18,2018-11-26 13:50:18,0.107s,PASSED
click,Chrome 70.0.3538.102,,2018-11-26 13:50:18,2018-11-26 13:50:18,0.087s,PASSED
click,Chrome 70.0.3538.102,,2018-11-26 13:50:18,2018-11-26 13:50:18,0.072s,PASSED
click,Chrome 70.0.3538.102,,2018-11-26 13:50:18,2018-11-26 13:50:18,0.166s,PASSED
verifyElementText,Chrome 70.0.3538.102,,2018-11-26 13:50:18,2018-11-26 13:50:19,1.137s,PASSED
click,Chrome 70.0.3538.102,,2018-11-26 13:50:19,2018-11-26 13:50:19,0.234s,PASSED
click,Chrome 70.0.3538.102,,2018-11-26 13:50:19,2018-11-26 13:50:20,0.368s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-26 13:50:20,2018-11-26 13:50:30,10.010s,PASSED
,,,,,,
Test Cases/Associate Application/Role Management/TCBA02407,Chrome 70.0.3538.102,,2018-11-26 13:50:30,2018-11-26 13:50:31,0.798s,PASSED
click,Chrome 70.0.3538.102,,2018-11-26 13:50:30,2018-11-26 13:50:30,0.162s,PASSED
click,Chrome 70.0.3538.102,,2018-11-26 13:50:30,2018-11-26 13:50:31,0.275s,PASSED
verifyElementText,Chrome 70.0.3538.102,,2018-11-26 13:50:31,2018-11-26 13:50:31,0.098s,PASSED
